id,skillLevelId,content
1514,331,"Develops organisational policies, standards and guidelines for the development and secure operation of data services and products."
1515,331,Ensures adherence to technical strategies and architectures.
1516,331,"Plans and leads data engineering for strategic, high-impact, large and complex programmes ensuring alignment with organisational objectives and industry practices."
1517,332,"Creates standard data visuals using established products, tools and techniques, under routine supervision."
1518,332,"Assists in updating and refining existing data visualisations to maintain effective representation of concepts, ideas and facts."
1519,333,"Uses visualisation products, as guided, to design and create data visuals."
1520,333,Selects appropriate visualisation techniques from the options available.
1521,333,Engages with the target user to prototype and refine specified visualisations.
1522,333,Assists in developing narratives around data sets to support understanding and decision-making.
1523,334,Applies a variety of visualisation techniques and designs the content and appearance of data visuals.
1524,334,Operationalises and automates activities for efficient and timely production of data visuals.
1525,334,Selects appropriate visualisation approaches from a range of applicable options.
1526,334,Develops narratives around data sets to guide decision-making processes and enhance understanding of key insights.
1527,334,Contributes to exploration and experimentation in data visualisation.
1528,335,Leads exploration of new approaches for data visualisation.
1529,335,Establishes the purpose and parameters of the data visualisation.
1530,335,Oversees the use of data visualisation tools and techniques.
1531,335,Communicates results using appropriate methods for the target audience.
1532,335,Advises on the use of data visualisation approaches for different purposes and contexts to satisfy requirements.
1533,335,Develops plans to meet user needs.
1534,335,Collaborates with stakeholders to identify key insights and create compelling narratives that effectively communicate the story behind the data to drive decision-making processes.
1535,336,Assists with user research tasks under routine supervision.
1536,336,Supports the collection and documentation of user research.
1537,336,Helps organise and share the outcomes of user research activities.
1538,336,Participates in basic user-centred design activities as directed.
1539,337,Applies standard methods to support user research initiatives.
1540,337,Engages effectively with users and customer representatives to generate high-quality research.
1541,337,Documents and shares the outcomes of user research.
1542,337,Contributes to research design and analysis tasks under guidance.
1543,338,"Conducts generative research for the development of systems, products, services or devices."
1544,338,Plans own user research activities.
1545,338,Facilitates input from users and stakeholders.
1546,338,Identifies appropriate user research methods for specific questions and contexts.
1547,338,Collects and analyses user research data.
1548,338,"Supports synthesis of research and the creation of insights, reports and presentations."
1549,339,Plans and drives user research activities providing expert advice and guidance to support the adoption of agreed approaches.
1550,339,Selects and implements appropriate methods for engaging users in generative research activities.
1551,339,Leads the collection and analysis of user research data.
1552,339,"Synthesises research, develops insights and presents conclusions to inform decision-making and drive actions."
1553,339,Leads complex user research initiatives and identifies emerging user needs and trends.
1554,339,Contributes to the development of organisational methods and standards for user research.
1555,340,Sets the overall vision and direction for user research activities.
1556,340,Champions user-centred design and secures organisational commitment to the significant involvement of users in research.
1557,340,"Develops organisational policies, standards and guidelines for user research."
1558,340,Develops or sources organisational resources and capabilities to facilitate the adoption and exploitation of user research.
1559,340,Collaborates with internal and external partners to facilitate effective user research.
1560,341,Assists in the creation of customer journey maps and identifies key touchpoints for improvement.
1561,341,Follows established procedures to document customer feedback and support the implementation of minor improvements.
1562,342,Analyses research to gather detailed insights into customer needs and preferences.
1563,342,Uses appropriate tools and methods for data collection.
1564,342,Participates in the design and optimisation of customer journeys.
1565,342,Collaborates with team members to implement customer experience improvements.
1566,342,Documents findings and supports the analysis process.
1567,343,Uses customer research findings to gain a comprehensive understanding of customer needs and expectations.
1568,343,Enables the creation of visual representations of customer journeys to enhance cross-functional collaboration.
1569,343,"Designs and refines customer journeys, working with cross-functional teams to enhance touchpoints and interactions."
1570,343,Develops and implements designs to improve customer experience.
1571,343,Recommends and applies appropriate technologies and segmentation insights to enhance customer experiences.
1572,343,Monitors metrics and feedback to assess effectiveness and drive continuous improvement.
1573,344,Plans and oversees customer experience initiatives.
1574,344,Ensures alignment with business goals and customer expectations.
1575,344,Establishes frameworks for monitoring and measuring customer experience.
1576,344,Uses data-driven insights to guide improvements.
1577,344,Ensures customer experience designs leverage customer insights and emerging technologies for personalised experiences.
1578,344,Works with senior stakeholders to develop and implement customer experience strategies.
1579,344,Drives collaboration across teams to ensure a consistent experience.
1580,345,Champions customer experience at an organisational level.
1581,345,"Leads strategic initiatives to enhance customer experience, including the evaluation and adoption of innovative technologies and approaches."
1582,345,Aligns efforts with business objectives and customer needs.
1583,345,Monitors industry trends and innovations in customer experience.
1584,345,Develops policies and standards to guide customer experience practices.
1585,345,Ensures adoption of good practices and continuous improvement within the organisation.
1586,346,Assists with basic accessibility testing and gathering information for accessibility reviews.
1587,346,Supports team members in executing predefined accessibility tests.
1588,346,Documents test results and contributes to accessibility audit reports.
1589,347,Analyses accessibility requirements and technical information.
1590,347,Designs and executes accessibility tests under direction.
1591,347,Reports findings in a structured way and makes initial recommendations for compliance.
1592,347,Supports accessibility reviews and audits.
1593,347,Escalates complex issues to senior colleagues.
1594,348,Engages with stakeholders to explain accessibility factors.
1595,348,Influences designs to improve accessibility.
1596,348,Provides detailed accessibility analysis to inform decisions throughout the product or service lifecycle.
1597,348,Plans and manages accessibility testing to meet agreed standards.
1598,348,Evaluates compliance with accessibility regulations.
1599,348,Assesses risks based on test outcomes.
1600,349,Leads accessibility governance and assurance activities.
1601,349,Interprets complex systems to identify opportunities for improved accessibility.
1602,349,"Provides expert advice to drive accessibility compliance across products, services and projects."
1603,349,"Defines organisational accessibility testing approaches, aligned with regulations and standards."
1604,349,Promotes awareness of accessibility and inclusion principles.
1605,350,Sets the organisation's strategic direction for accessibility and inclusion in products and services.
1606,350,Defines and oversees governance processes to ensure compliance.
1607,350,"Leads the development of accessibility policies, standards and guidelines."
1608,350,Engages with industry bodies and experts to develop and implement good working practices.
1609,350,Drives a culture of proactive accessibility consideration in design and development.
1610,350,Ensures adequate resources and skills for accessibility assurance.
1611,351,Assists with user experience analysis tasks under routine supervision.
1612,351,Supports the collection and documentation of user requirements.
1613,351,Helps organise and structure user experience data for analysis.
1614,352,Applies standard techniques and tools for developing user stories and eliciting user experience requirements.
1615,352,Organises and structures user experience analysis.
1616,352,Works with stakeholders to prioritise requirements and resolve conflicts.
1617,353,Selects appropriate techniques and tools to develop user stories and elicit user experience requirements in complex situations.
1618,353,"Identifies and describes the design goals for systems, products, services and devices."
1619,353,Identifies the roles of affected stakeholder groups.
1620,353,Resolves potential conflicts between differing user requirements.
1621,353,"Specifies measurable criteria for the required usability and accessibility of systems, products, services and devices."
1622,354,Determines the approaches to be used for user experience analysis.
1623,354,Plans and manages user experience and accessibility analysis activities.
1624,354,Provides expert advice and guidance to support the adoption and adaptation of agreed approaches.
1625,354,"Develops user experience tools, techniques and standards as part of the organisation's framework for user-centred design"
1626,355,Assists in creating user experience elements under routine supervision.
1627,355,Follows established procedures and guidelines.
1628,355,Helps create and maintain documentation.
1629,356,"Applies standard techniques and tools for designing user interactions with and experiences of selected system, product or service components."
1630,356,"Reviews design goals and agreed security, usability and accessibility requirements."
1631,356,Creates design artefacts to communicate ideas.
1632,356,Contributes to overall user experience design as part of a team.
1633,356,Assists in evaluating design options and trade-offs.
1634,356,Considers and applies visual design and branding guidelines consistently when appropriate.
1635,357,"Selects appropriate tools, methods and design patterns to design user interactions with and experiences of a product, system or service."
1636,357,Translates concepts into outputs and prototypes for user feedback and evaluation.
1637,357,"Evaluates alternative design options and recommends designs taking into account performance, security, usability and accessibility requirements."
1638,357,Considers and integrates appropriate visual design and branding elements in user experience designs.
1639,358,Plans and drives user experience design activities.
1640,358,Provides expert advice and guidance to support the adoption of agreed approaches.
1641,358,Determines the approaches to be used to design user experiences.
1642,358,Uses iterative approaches to incorporate user feedback or evaluation rapidly into designs.
1643,358,Ensures appropriate consideration and integration of visual design and branding elements into user experience design.
1644,359,"Obtains organisational commitment to strategies to deliver required user experience, usability, accessibility and security."
1645,359,"Defines organisational policies, standards and techniques for user experience design."
1646,359,"Plans and leads user experience design activities for strategic, large or complex programmes."
1647,359,Promotes the value of user-centred design across the organisation.
1648,360,"Assists in preparing and operating the environment, facilities and tools needed to evaluate systems, products, services or devices."
1649,360,Assists in the collection of feedback on prototypes and designs from users and others.
1650,361,"Evaluates design options and prototypes to obtain user feedback on requirements of developing systems, products, services or devices."
1651,361,Tests the usability and accessibility of components and alternative designs.
1652,361,"Administers a range of evaluations, recording data and feedback."
1653,361,Analyses evaluation data and recommends actions.
1654,361,Identifies areas for future user research.
1655,361,"Checks systems, products, services or devices for adherence to applicable standards, guidelines, style guides and legislation."
1656,361,Evaluates the usability of existing or competitor systems to provide benchmark values and as input to design.
1657,362,"Selects appropriate tools and techniques to evaluate user experiences of systems, products,  services or devices."
1658,362,"Validates that security, usability and accessibility requirements have been met."
1659,362,"Checks operational systems, products, services or devices for changes in usability and accessibility needs."
1660,362,"Interprets and presents results of evaluations, prioritises issues and reports on remedial actions."
1661,362,Collates input for future user research.
1662,363,"Manages user experience evaluation of systems, products, services or devices."
1663,363,"Assures that the security, usability and accessibility requirements are met and required practices have been followed."
1664,363,"Advises on what to evaluate, type of evaluation to use and the extent of user involvement required."
1665,363,Works iteratively with design teams to ensure feedback from the evaluation is understood and acted upon.
1666,363,Advises on the achievement of required usability and accessibility levels of specific designs or prototypes.
1667,363,Prioritises input for future user research.
1668,364,"Champions high standards in user interaction with the organisation’s systems, products and services including involvement of users in evaluation activities."
1669,364,"Specifies standards and methods for security, usability and accessibility and ensure this is addressed in future designs."
1670,364,"Develops or sources resources and capabilities to conduct effective user experience evaluation, including specialist user-centred facilities and communities of users."
1671,364,Leads the provision of input and resources for future user research.
1672,364,"Collaborates with internal and external partners to facilitate an effective evaluation of systems, products and services."
1673,365,"Contributes, under instruction, to the generation of content and the configuration of content items and files."
1674,365,Executes pre-planned testing activities under supervision and records findings.
1675,366,Works with colleagues and stakeholders to understand audience needs and to assimilate source material.
1676,366,"Creates draft content to meet the requirements of the audience as clearly, simply and quickly as possible."
1677,366,"Applies guidelines and standards to moderate content from others, escalating where appropriate."
1678,367,"Produces information artefacts that are accurate, current, relevant and easily understood by the intended audience."
1679,367,Clarifies detailed content requirements with clients and representatives of the intended audience.
1680,367,"Designs, creates, controls and evaluates moderately complex subject matter."
1681,367,Makes informed decisions about the best way to present information to an audience.
1682,367,Applies moderation and editing processes to content supplied by others.
1683,368,Designs the content and appearance of complex information artefacts.
1684,368,"Controls, monitors and evaluates content to ensure quality, consistency and accessibility of messages and optimal use of chosen media."
1685,368,Understands and manages risks associated with publishing content.
1686,368,Moderates content and ensures content can be re-purposed appropriately.
1687,368,Reviews work of others and takes responsibility for ensuring appropriate publication.
1688,369,Provides overall editorial control across the team or teams of content designers and authors.
1689,369,Advises on appropriate content formats and mediums.
1690,369,Develops and maintains content plans showing how the identified audience needs will be met.
1691,369,Oversees the review and approval of materials to enable requirements to be satisfied.
1692,370,"Obtains organisational commitment to policies, standards and strategies to create required content."
1693,370,Specifies design standards and methods to meet organisational objectives for content creation.
1694,370,"Plans and leads content creation for strategic, large and complex programmes."
1695,371,"Contributes, under instruction, to publication support activities."
1696,371,Supports the collation of data.
1697,371,Uses established publishing processes and procedures following appropriate guidelines.
1698,372,"Uses technical publication concepts, tools, and methods to publish content following agreed procedures and guidelines."
1699,372,Prepares and formats content to meet the needs of the target audience and platform.
1700,372,Obtains and analyses usage data and presents it effectively.
1701,372,Applies principles of usability and accessibility to published information.
1702,373,Coordinates content management processes and procedures to meet the needs of users.
1703,373,Uses content publishing systems to manage published content across different channels.
1704,373,Assists in identifying and working with content creators.
1705,373,Considers all legal issues related to publishing.
1706,374,Applies organisational guidelines and uses appropriate tools and techniques to provide publishing interfaces to new or existing platforms and applications.
1707,374,Maintains and updates content management processes and practices to meet the needs of users.
1708,374,Selects appropriate channels through which content should be published.
1709,374,Collaborates with and provides guidance to content creators.
1710,374,Provides advice to users and content authors to leverage the features of the relevant channels and tools used.
1711,374,Identifies the legal implications associated with publishing.
1712,375,Plans and manages content publishing activities and assignments.
1713,375,"Develops standards, processes and practices for consistent content publishing across one or more platforms/channels."
1714,375,Advises on the approach and techniques to be used for content publishing.
1715,375,Advises on approaches for content publishing and creator collaborations.
1716,375,Assures design of the overall content structure and style.
1717,375,Ensures publication processes comply with agreed policies and strategies and legal requirements.
1718,376,Obtains organisational commitment and resources to ensure the appropriate quality of material published by or on behalf of the organisation.
1719,376,"Defines organisational policies, standards, processes and practices for content publishing, including creator partnerships."
1720,376,"Plans and leads content publishing activities for strategic, large and complex programmes."
1721,376,Ensures policies are implemented and any legal issues related to publishing are adequately managed.
1722,377,Maintains a knowledge management database.
1723,377,"Leverages knowledge of a specialism to capture and classify content, taking expert advice when required."
1724,378,Maintains knowledge management systems and content to meet business needs.
1725,378,Supports others to enable them to complete knowledge management activities and form knowledge management habits.
1726,378,Supports changes to work practices to enable capture and use of knowledge.
1727,378,Reports on the progress of knowledge management activities.
1728,378,Configures and develops knowledge management systems and standards.
1729,379,"Organises knowledge assets and oversees the lifecycle of identifying, capturing, classifying, storing and maintaining assets."
1730,379,"Facilitates sharing, collaboration and communication of knowledge."
1731,379,Implements specific knowledge management initiatives.
1732,379,Monitors the  use and impact of knowledge.
1733,379,"Interrogates existing knowledge content to identify issues, risks and opportunities."
1734,380,"Develops and implements knowledge management processes, practices and behaviours."
1735,380,"Provides advice, guidance and support to help people to adopt and embed knowledge management."
1736,380,"Contributes to the definition of policies, standards and guidelines for knowledge management."
1737,380,Evaluates and selects knowledge management methods and tools.
1738,380,"Promotes collaborative technologies, processes and behaviours to facilitate sharing of ideas and work-knowledge."
1739,380,Shares ideas and examples of existing practices.
1740,380,"Implements knowledge management at programme, project and team level."
1741,381,"Develops organisational policies, standards and guidelines for knowledge management."
1742,381,Champions and leads in the development of an organisational knowledge management approach.
1743,381,"Shares different approaches for knowledge sharing across communities of practice, business units and networks."
1744,381,Promotes knowledge-sharing through operational business processes and systems.
1745,381,Monitors and evaluates knowledge-sharing initiatives.
1746,381,Manages reviews of the benefits and value of knowledge management.
1747,381,Identifies and recommends improvements.
1748,382,Develops an organisation-wide knowledge management strategy and leads the creation of a knowledge management culture.
1749,382,Embeds knowledge management across business units and develops strategic knowledge management capabilities.
1750,382,Reinforces the importance of knowledge sharing by aligning individual and organisational objectives and rewards.
1751,382,"Identifies opportunities for strategic relationships or partnerships with customers, suppliers and partners."
1752,383,Creates simple visual elements under supervision.
1753,383,Applies basic design principles.
1754,383,Uses design software to produce simple graphics.
1755,383,Supports the maintenance of design assets and libraries.
1756,383,Participates in design reviews and incorporates feedback.
1757,383,"Helps with routine tasks such as resizing images, preparing files for print or digital use and organising design assets."
1758,384,Assists the creation of visual elements and layouts for digital and print media under routine supervision.
1759,384,Applies design principles to produce consistent and effective visuals.
1760,384,"Uses design software to create and edit graphics, preparing mock-ups and prototypes."
1761,384,Conforms to brand guidelines and assignment specifications.
1762,384,Responds to feedback and research findings to revise designs.
1763,384,Participates in research activities to inform design decisions and understand user needs.
1764,385,Designs visual concepts and layouts for a range of media.
1765,385,Works with stakeholders to understand design requirements.
1766,385,Produces high-quality graphics and visual elements using design software.
1767,385,Develops prototypes and iterates based on feedback.
1768,385,Applies brand guidelines and assignment specifications.
1769,385,Contributes to the development of design standards and recognised good practices.
1770,386,Designs visual concepts and comprehensive designs for complex assignments.
1771,386,Engages with clients and stakeholders to elicit and document design requirements and goals.
1772,386,Manages design assignments from concept to final delivery.
1773,386,Creates detailed design mock-ups and interactive prototypes.
1774,386,"Reviews and approves design work, ensuring alignment with brand standards and evidence-based practices."
1775,386,"Develops and implements design processes, guidelines and recognised good practices to enhance design quality and effectiveness."
1776,387,"Manages graphic design activities for the organisation, ensuring designs are research-driven and aligned with business objectives."
1777,387,"Oversees multiple design initiatives, ensuring high-quality, consistent output."
1778,387,Engages with senior stakeholders to align design goals with business objectives and user needs.
1779,387,Develops research-informed visual solutions to strengthen brand identity and user experience.
1780,387,"Leads the creation and adoption of design standards, processes and recognised good practices."
1781,387,"Provides authoritative advice on visual design trends and evidence-based practices, ensuring designs meet all required specifications and brand guidelines."
1782,388,"Analyses the real-world problem, then selects appropriate physical and mathematical models to approximate the phenomena under investigation."
1783,388,Applies relevant mathematical techniques to simulate the problem.
1784,388,Conducts quality and performance assessments on computational model outputs and makes improvements to the models.
1785,388,Provides advice and guidance to the users of these models.
1786,389,Investigates real-world problems to assess whether existing scientific models provide effective solutions.
1787,389,Creates new mathematical representations of the underlying science that can be implemented in a computational model.
1788,389,Applies advanced programming techniques to implement scientific models and apply these for problem-solving.
1789,389,Analyses the functioning of existing computational models to improve accuracy and performance.
1790,389,Communicates limitations such as uncertainty and systematic errors.
1791,389,Ensures appropriate usage of computational models.
1792,390,"Initiates the creation, testing, improvement and application of mathematical model frameworks representing real-world systems and scientific theories."
1793,390,Sets standards and approaches for the application of scientific modelling.
1794,390,"Oversees the representation of science and mathematics principles and theories in models to ensure appropriate, consistent and effective usage."
1795,390,Develops or introduces new mathematical techniques where necessary.
1796,391,"Directs the creation and review of a cross-functional, enterprise-wide approach and culture for scientific modelling."
1797,391,Leads the development of the organisation’s scientific modelling capabilities and champions its use in solving real-world problems.
1798,392,Creates moderately complex algorithms using a range of mathematical techniques and with sensitivity to the limitations of the techniques.
1799,392,Uses sophisticated scientific computing and visualisation environments.
1800,392,"Assesses the stability, accuracy and efficiency of algorithms and makes or recommends improvements to them."
1801,392,Iterates and improves models using feedback from experts as appropriate.
1802,393,"Creates, tests and improves complex algorithms that numerically solve real-world problems."
1803,393,Develops mathematical and computational techniques to assist with numerical analysis.
1804,393,Communicates limitations such as uncertainty and systematic errors.
1805,393,Reviews algorithms for their conformance to design and performance standards.
1806,394,"Initiates the creation, testing, improvement and application of numerical algorithms that solve real-world mathematical problems."
1807,394,Sets standards and strategies for the application of numerical analysis.
1808,394,"Leads the implementation of numerical analyses capabilities to ensure appropriate, consistent and effective usage across the organisation."
1809,395,"Directs the creation and review of a cross-functional, enterprise-wide approach and culture for numerical analysis."
1810,395,Leads the development of the organisation’s numerical analysis capabilities and champions its use in solving real-world problems.
1811,396,Develops moderately complex solutions that use high-performance computing environments to address real-world problems.
1812,396,Applies a range of high-performance computing techniques with sensitivity to the limitations of the techniques.
1813,396,Uses input and feedback from experts as appropriate.
1814,396,"Analyses the complexity, scalability and performance of algorithms, including massively parallel implementations, and makes or recommends improvements."
1815,397,"Creates, tests and improves complex high-performance computing solutions to address real-world problems."
1816,397,Collaborates with stakeholders to ensure high-performance computing solutions are effective at addressing their problems.
1817,397,Guides development teams in the appropriate and effective use of high-performance computing resources
1818,398,"Initiates the creation, testing, improvement and application of algorithms that solve real-world problems in high-performance computing environments."
1819,398,Sets standards and strategies for the use of high-performance computing.
1820,398,"Leads the implementation of organisational capabilities to ensure appropriate, consistent and effective usage of high-performance computing."
1821,399,"Directs the creation and review of a cross-functional, enterprise-wide approach and culture for high-performance computing."
1822,399,Leads the development of the organisation’s high-performance computing capabilities and champions its use in solving real-world problems.
1823,400,"Takes responsibility for managing the design, procurement, installation, upgrading, operation, control, maintenance and effective use of specific technology services."
1824,400,"Leads service delivery, ensuring agreed service levels, security requirements and other quality standards are met."
1825,400,Ensures adherence to relevant policies and procedures.
1826,400,"Ensures processes, procedures and practices are aligned across teams and providers to operate effectively and efficiently."
1827,400,Monitors technology services performance.
1828,400,Provides appropriate status and other reports to managers and senior users.
1829,401,"Manages and allocates resources for budgeting, estimating, planning, developing and delivering a portfolio of technology services and systems."
1830,401,"Engages and influences stakeholders to ensure services are developed and managed to meet agreed service levels, security requirements and quality standards."
1831,401,"Plans and implements processes, procedures, tools and practices for monitoring and managing the performance of technology services."
1832,401,Aligns the contribution of specified systems and services with organisational and financial goals.
1833,401,"Recommends sourcing options, whether in-house, outsourced, or a combination, ensuring optimal service delivery."
1834,402,"Sets the strategic direction for managing the technology services portfolio, ensuring alignment with organisational strategies, objectives and emerging opportunities."
1835,402,"Promotes and assesses technology's potential to drive change, evaluating feasibility and impact."
1836,402,"Authorises the establishment and integration of new or modified service delivery capabilities, balancing in-house and outsourced options."
1837,402,"Oversees resource allocation for planning, developing and delivering technical services and products."
1838,402,Maintains a strategic overview of how technology services contribute to organisational success.
1839,403,Assists with specified maintenance procedures.
1840,403,Assists in the investigation and resolution of issues relating to applications.
1841,404,Follows agreed procedures to identify and resolve issues with applications.
1842,404,Uses application management software and tools to collect agreed performance statistics.
1843,404,Carries out agreed applications maintenance tasks.
1844,405,Maintains application support processes and checks that all requests for support are dealt with according to agreed procedures.
1845,405,"Uses application management software and tools to investigate issues, collect performance statistics and create reports."
1846,406,Ensures all requests for support are dealt with according to set standards and procedures.
1847,406,"Drafts and maintains procedures and documentation for applications support, incorporating security considerations."
1848,406,Manages application enhancements to improve business performance.
1849,406,"Advises on application security, licensing, upgrades, backups and disaster recovery needs."
1850,407,Supports routine infrastructure tasks and basic troubleshooting under close supervision.
1851,407,Monitors infrastructure health and reports on component status to support operational continuity.
1852,408,"Executes operational procedures, runs automation scripts and performs routine maintenance, installation and monitoring of infrastructure components."
1853,408,Adjusts automation tasks as instructed to meet operational standards.
1854,408,"Reports on infrastructure performance and security events, addressing issues directly when possible or escalating them to others for resolution."
1855,409,"Provisions, deploys and configures infrastructure services and components."
1856,409,"Monitors infrastructure for load, performance and security events."
1857,409,Reports metrics and resolves operational issues.
1858,409,"Executes standard operational procedures, including backups and restorations."
1859,409,Carries out agreed system software maintenance tasks.
1860,409,Automates routine system administration tasks to specifications using standard tools and basic scripting.
1861,410,"Applies technical expertise to maintain and optimise technology infrastructure, executing updates and employing automation tools."
1862,410,Configures tools and/or creates scripts to automate infrastructure tasks.
1863,410,"Maintains operational procedures and checks that they are followed, including adherence to security policies."
1864,410,"Uses infrastructure management tools to monitor load, performance, and security metrics."
1865,410,Investigates and enables the resolution of operational and security-related issues.
1866,410,Provides reports and proposals for improvement to stakeholders.
1867,410,Contributes to the planning and implementation of infrastructure maintenance and updates.
1868,410,Implements agreed infrastructure changes and maintenance routines.
1869,411,Provides technical leadership to optimise the performance of the technology infrastructure.
1870,411,Drives the adoption of tools and automated processes for effective operational management and delivery.
1871,411,"Oversees the planning, installation, maintenance and acceptance of new and updated infrastructure components and infrastructure-based services."
1872,411,"Aligns to service expectations, security requirements and other quality standards."
1873,411,"Ensures operational procedures and documentation are current and effective, tracks and addresses operational issues and reports to stakeholders."
1874,412,Assists with system software administration tasks under routine supervision.
1875,412,Supports the installation and configuration of system software.
1876,412,Helps monitor system performance and resource usage.
1877,412,Assists in documenting system software settings and updates.
1878,413,"Monitors operational systems for resource usage and failure rates, to inform and facilitate system software tuning."
1879,413,"Applies system software settings to optimise performance, enabling maximum throughput and efficient resource utilisation."
1880,413,Installs and tests new versions of system software.
1881,413,"Assists in creating software implementation procedures, including  fallback contingency plans."
1882,414,Monitors system software metrics and adjusts configurations for optimum availability and performance.
1883,414,"Applies technical expertise to investigates and resolve complex system software issues, requesting action from supplier if required."
1884,414,Analyses system software updates and determines which ones require actions.
1885,414,Develops comprehensive software implementation procedures with robust contingency plans.
1886,415,Ensures system software is provisioned and configured to support the achievement of service objectives.
1887,415,Develops and maintains diagnostic tools and processes for troubleshooting and performance analysis.
1888,415,Evaluates new system software and recommends adoption if appropriate.
1889,415,Plans the provisioning and testing of new versions of system software.
1890,415,"Ensures operational procedures and diagnostics for system software are current, accessible and well understood."
1891,415,Investigates and coordinates the resolution of potential and actual service problems.
1892,416,Supports routine network tasks under close supervision.
1893,416,Monitors basic network health and reports on the status of network components.
1894,416,Assists with straightforward troubleshooting and follows established procedures to maintain operational continuity.
1895,416,Escalates issues as necessary to higher levels of support
1896,417,Assists in the operational configuration of network components and the investigation and resolution of network problems.
1897,417,Assists in the implementation of basic scripting and automation tools to streamline network support tasks.
1898,417,"Assists with specified maintenance procedures and follows established safety, security and quality standards."
1899,417,"Provides first-line support and guidance to network users, escalating issues as necessary."
1900,418,Executes agreed network maintenance tasks and specified operational configuration of network components.
1901,418,"Identifies and diagnoses network problems/faults using the required troubleshooting tools and network management software, including addressing security-related issues."
1902,418,"Implements and maintains scripts, automation tools and orchestration platforms to optimise network support processes."
1903,418,Collects performance and traffic statistics and collaborates with others to ensure network effectiveness and resolve issues
1904,419,"Applies technical expertise to maintain and optimise network infrastructure, executing updates and employing automation tools."
1905,419,"Uses network management tools to monitor load, performance, and security statistics."
1906,419,Investigates and enables the resolution of network-related operational and security issues.
1907,419,Configures tools and/or creates scripts to automate network tasks.
1908,419,Maintains operational procedures and checks that they are followed.
1909,419,Provides reports and proposals for improvement to stakeholders.
1910,419,"Contributes to the planning and implementation of network maintenance, updates, and security enhancements."
1911,419,Implements agreed network changes and maintenance routines.
1912,420,Leads network operations to optimise performance.
1913,420,"Oversees planning, installation, maintenance, and acceptance of network components and services, aligning with service expectations, standards, and security requirements."
1914,420,Ensures network support requests are handled according to set standards and procedures.
1915,420,"Drives the adoption of tools and processes for effective operational management and delivery, ensuring security considerations are addressed."
1916,420,Maintains procedures and documentation.
1917,420,Investigates and resolves complex network problems.
1918,420,Tracks operational issues and reports to stakeholders.
1919,421,"Follows agreed procedures to perform simple installations, replace consumable items and check the correct working of installations."
1920,421,Documents and reports on work done.
1921,422,Installs or removes system components using supplied installation instructions and tools.
1922,422,Conducts standard tests and contributes to investigations of problems and faults.
1923,422,Confirms the correct working of installations.
1924,422,Documents results in accordance with agreed procedures.
1925,423,"Installs or removes hardware and/or software, using supplied installation instructions and tools, including handover to the client."
1926,423,"Uses standard procedures and diagnostic tools to test installations, correct problems, and document results."
1927,423,Records details of all components that have been installed and removed.
1928,423,Assists users and follows agreed procedures for further help or escalation.
1929,423,Contributes to the development of installation procedures and standards.
1930,424,"Undertakes or supervises complex installations and de-installations of systems or components, including handover to the client."
1931,424,Develops procedures and standards for installation and handover to maintain and improve the installation service.
1932,424,Schedules installation work around client priorities and resource availability.
1933,424,Ensures adherence to established safety and quality procedures.
1934,425,Takes responsibility for installation and/or decommissioning projects.
1935,425,"Provides effective team leadership, including information flow to and from the customer during project work."
1936,425,Develops and implements quality plans and method statements.
1937,425,Monitors the effectiveness of installations and ensures appropriate recommendations for change are made.
1938,426,"Applies tools, techniques and processes to administer, track, log, report on and correct configuration items, components and changes."
1939,426,Assists with audits to check the accuracy of the information and undertakes any necessary corrective action under direction.
1940,427,"Applies tools, techniques and processes to track, log and correct information related to configuration items."
1941,427,"Verifies and approves changes to protect assets and components from unauthorised change, diversion and inappropriate use."
1942,427,"Supports user compliance with identification standards for object types, environments, processes, lifecycles, documentation, versions, formats, baselines, releases and templates."
1943,427,Performs audits to check the accuracy of the information and undertakes any necessary corrective action under direction.
1944,428,Proposes and agrees the configuration items (CIs) to be uniquely identified with naming conventions.
1945,428,"Puts in place operational processes for secure configuration, classification and management of CIs and for verifying and auditing  configuration records."
1946,428,"Develops, configures and maintains tools (including automation) to identify, track, log and maintain accurate, complete and current information."
1947,428,Reports on the status of configuration management.
1948,428,Identifies problems and issues and recommend corrective actions.
1949,429,Plans the capture and management of CIs and related information.
1950,429,Agrees scope of configuration management processes and the configuration items (CIs) and related information to be controlled.
1951,429,"Identifies, evaluates and manages the adoption of appropriate tools, techniques and processes (including automation) for configuration management."
1952,429,"Contributes to the development of configuration management strategies, policies, standards and guidelines."
1953,430,"Develops configuration management strategies, policies, standards and guidelines."
1954,430,Champions the importance and value of configuration management and develops new methods and organisational capabilities (including automation) for configuration management.
1955,430,"Provides resources to drive adoption of, and adherence to, policies and standards."
1956,430,Measures and monitors adherence to standards and ensures consistent execution of the process across the organisation.
1957,431,Assists with release management tasks under routine supervision.
1958,431,Supports the collection of data and information for release planning and scheduling.
1959,431,Assists in the preparation of release materials and resources.
1960,431,Helps document and maintain records of release activities.
1961,431,Participates in basic testing and quality assurance tasks and issue resolution.
1962,432,Supports the planning and scheduling of releases.
